iter	Logloss	Accuracy
884	0.2986554821	0.8879958517
885	0.2986226776	0.8880246593
886	0.2985319508	0.88813989
887	0.298512492	0.8881686976
888	0.2984753668	0.8881110823
889	0.2984666346	0.8881686976
890	0.2984639941	0.8881975053
891	0.2983737502	0.8882263129
892	0.2982888919	0.8882839282
893	0.2982869961	0.8883127359
894	0.2982443212	0.8883415435
895	0.2982440141	0.8883415435
896	0.2981778994	0.8883991588
897	0.298163472	0.8884279665
898	0.298097546	0.8885143894
899	0.2980808759	0.8885431971
900	0.298080184	0.8885431971
901	0.297990202	0.8884567741
902	0.2978846944	0.8884855818
903	0.2978820499	0.8884855818
904	0.2978818729	0.8884855818
905	0.2978813219	0.8884567741
906	0.2978791863	0.8884855818
907	0.2978764541	0.8884567741
908	0.297872125	0.8884855818
909	0.2977951859	0.8886008124
910	0.2977611553	0.8886872353
911	0.2977490704	0.8887448506
912	0.2977302835	0.8886584277
913	0.2976277691	0.8888024659
914	0.2976218713	0.8888024659
915	0.2976217528	0.8888024659
916	0.2976212245	0.8888024659
917	0.297520459	0.8888024659
918	0.2974384354	0.8888312736
919	0.2974324013	0.8888600812
920	0.2974216219	0.8888600812
921	0.2974019426	0.8888312736
922	0.2974003139	0.8888312736
923	0.2973977804	0.8888312736
924	0.2973419075	0.8888024659
925	0.2973288444	0.8887736583
926	0.2973127011	0.8889176965
927	0.297300677	0.8889465042
928	0.2972699721	0.8889176965
929	0.2972365123	0.8888312736
930	0.2972310577	0.8888312736
931	0.297220693	0.8888024659
932	0.2971906197	0.8888024659
933	0.2971640016	0.8888600812
934	0.2971556303	0.8887736583
935	0.2971545891	0.8887736583
936	0.297140735	0.8887448506
937	0.2971406942	0.8887448506
938	0.2971384887	0.8887448506
939	0.2971053742	0.8887736583
940	0.2970908831	0.8889465042
941	0.2970857566	0.8888600812
942	0.2970427375	0.8890041195
943	0.2970328003	0.8889465042
944	0.2969938216	0.8889176965
945	0.2969932648	0.8889176965
946	0.296988832	0.8888888889
947	0.2969877945	0.8888888889
948	0.2969799718	0.8889176965
949	0.2969238782	0.8889753118
950	0.296923403	0.8889465042
951	0.296920011	0.8889465042
952	0.296918527	0.8889176965
953	0.2968829773	0.8889465042
954	0.2968829593	0.8889465042
955	0.2968762623	0.8889465042
956	0.2968750998	0.8889465042
957	0.2968749565	0.8889753118
958	0.2968738289	0.8889753118
959	0.2968453568	0.8889176965
960	0.2968299068	0.8888888889
961	0.2968102323	0.8889176965
962	0.2967743621	0.8888600812
963	0.2967360375	0.8889465042
964	0.2967139649	0.8889465042
965	0.2966734507	0.8889176965
966	0.2966684643	0.8889465042
967	0.2966679993	0.8889753118
968	0.2966679989	0.8889753118
969	0.2966642464	0.8889753118
970	0.2966618057	0.8889753118
971	0.2966590435	0.8889753118
972	0.2966412628	0.8890617348
973	0.2966338201	0.8890041195
974	0.2966033899	0.8889753118
975	0.2965809952	0.8890329271
976	0.2965548	0.8890329271
977	0.2965252385	0.8890041195
978	0.2965222733	0.8890329271
979	0.2965168216	0.8890329271
980	0.2964559502	0.8891481578
981	0.2964202927	0.8891481578
982	0.2963947505	0.8891193501
983	0.2963254295	0.8890617348
984	0.2962610976	0.8890617348
985	0.296234368	0.8889753118
986	0.2962332968	0.8890041195
987	0.2962190421	0.8889753118
988	0.2962050161	0.8890041195
989	0.296201655	0.8890041195
990	0.2961880202	0.8890905424
991	0.2961834676	0.8890617348
992	0.2961833108	0.8890617348
993	0.2961815239	0.8890905424
994	0.2961812481	0.8890617348
995	0.2961812022	0.8890617348
996	0.2961810824	0.8890617348
997	0.296180364	0.8890617348
998	0.2961352598	0.8892057731
999	0.2961225823	0.8892633884
